archivo;titulo;actual;estado;nuevo_modulo;nuevo_submodulo;nuevo_subtopic;motivo
peticiones-y-cambios/27-importar-peticiones.md;Importar peticiones;Peticiones y cambios > Usuarios y perfiles;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
peticiones-y-cambios/3-2-peticiones-pendientes.md;Peticiones pendientes;Peticiones y cambios > Fichajes;MAPEADO;Control horario;Petición de fichajes;Peticiones de fichaje pendiente;control-horario/control-de-presencia-administrador/peticiones-de-fichajes-administrador
peticiones-y-cambios/3-3-historico.md;Histórico;Peticiones y cambios > General;MAPEADO;Control horario;Petición de fichajes;Peticiones de fichajes históricas;control-horario/control-de-presencia-administrador/peticiones-de-fichajes-administrador
peticiones-y-cambios/3-clientes.md;Clientes;Peticiones y cambios > General;MAPEADO;Tareas;Tareas;;modulo-de-tareas/tareas-para-el-administrador/3-clientes
peticiones-y-cambios/6-importar-ofertas-de-horas.md;Importar ofertas de horas;Peticiones y cambios > Usuarios y perfiles;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
peticiones-y-cambios/7-peticiones.md;Peticiones;Peticiones y cambios > Roles y permisos;MAPEADO;Planificación;Restricciones;;administrador/planificador/restricciones
peticiones-y-cambios/8-1-peticiones-de-reportes.md;Peticiones de reportes;Peticiones y cambios > Turnos y patrones;MAPEADO;Gestión de RR.HH.;Peticiones de reportes;;rrhh/peticiones-de-reportes-rrhh
peticiones-y-cambios/aceptar-o-denegar-peticiones-y-cambios.md;Aceptar o denegar peticiones y cambios;Peticiones y cambios > General;SIN MAPEAR;Pendiente de revisión;;;Ya está en App móvil (posible duplicado) [app/administrador-app]
peticiones-y-cambios/b-peticiones-pendientes.md;Peticiones Pendientes;Peticiones y cambios > Vacaciones y ausencias;MAPEADO;Planificación;Peticiones;;administrador/cuadrante/peticiones-y-cambios/a-peticiones
peticiones-y-cambios/c-cambios-pendientes.md;Cambios pendientes;Peticiones y cambios > General;MAPEADO;Planificación;Cambios de turnos;;administrador/cuadrante/peticiones-y-cambios/a-peticiones
peticiones-y-cambios/cambios-de-turno.md;Cambios de turno;Peticiones y cambios > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Sin categoría legacy (guía editorial, prueba o sin origen conocido)
peticiones-y-cambios/d-oferta-de-turno.md;Oferta de turno;Peticiones y cambios > Usuarios y perfiles;MAPEADO;Planificación;Ofertas de turnos;;administrador/cuadrante/peticiones-y-cambios/a-peticiones
peticiones-y-cambios/e-historial-de-peticiones.md;Historial de peticiones;Peticiones y cambios > Vacaciones y ausencias;MAPEADO;Planificación;Peticiones;;administrador/cuadrante/peticiones-y-cambios/b-historico
peticiones-y-cambios/e-peticiones.md;Peticiones;Peticiones y cambios > Usuarios y perfiles;MAPEADO;Configuración de Equipos;Peticiones;;administrador/administrar/ajustes/e-peticiones
peticiones-y-cambios/f-historial-de-cambios.md;Historial de cambios;Peticiones y cambios > General;MAPEADO;Planificación;Cambios de turnos;;administrador/cuadrante/peticiones-y-cambios/b-historico
peticiones-y-cambios/lanzar-peticiones-y-cambios.md;Lanzar peticiones y cambios;Peticiones y cambios > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Ya está en App móvil (posible duplicado) [app/administrador-app]
planificacion/1-1-menu-principal.md;Menú Principal;Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/inicio [administrador/inicio]
planificacion/1-3-inicio-2-widgets.md;Inicio 2 (Widgets);Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/inicio [administrador/inicio]
planificacion/1-3-inicio-dashboard.md;Inicio (Dashboard);Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: trabajador/1-inicio [trabajador/1-inicio]
planificacion/1-4-nivel-que-puede-cambiar-la-fecha-de-cierre-del-cuadrante.md;Nivel que puede cambiar la fecha de cierre del cuadrante;Planificación > Usuarios y perfiles;SUBNIVEL PENDIENTE;Nóminas;Pendiente de revisión;;administrador/administrar/exportacion-nominas/1-configuracion-general-exportacion-nominas
planificacion/1-6-alertas-warnings.md;Alertas (Warnings);Planificación > Vacaciones y ausencias;MAPEADO;Control horario;Diario;;control-horario/control-de-presencia-administrador/diario-administrador
planificacion/1-6-nivel-minimo-que-puede-cambiar-la-fecha-de-cierre-a-pasado.md;Nivel mínimo que puede cambiar la fecha de cierre a pasado;Planificación > Cuadrante;SUBNIVEL PENDIENTE;Nóminas;Pendiente de revisión;;administrador/administrar/exportacion-nominas/1-configuracion-general-exportacion-nominas
planificacion/1-7-periodo-nocturno.md;Periodo nocturno;Planificación > Turnos y patrones;SUBNIVEL PENDIENTE;Nóminas;Pendiente de revisión;;administrador/administrar/exportacion-nominas/1-configuracion-general-exportacion-nominas
planificacion/1-9-computar-las-horas-en-el-dia-de-inicio.md;Computar las horas en el día de inicio;Planificación > Turnos y patrones;SUBNIVEL PENDIENTE;Nóminas;Pendiente de revisión;;administrador/administrar/exportacion-nominas/1-configuracion-general-exportacion-nominas
planificacion/1-anadir-turnos-a-todos.md;Añadir turnos a todos;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-planificacion-del-dia
planificacion/1-aplicar-patron.md;Aplicar patrón;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Patrones;administrador/planificador/patrones-de-turno/acciones-patron-de-turnos
planificacion/1-datos-de-convenio.md;Datos de convenio;Planificación > Vacaciones y ausencias;MAPEADO;Configuración de Equipos;General;;administrador/administrar/ajustes/configuracion-general
planificacion/1-maestro-de-absentismos.md;Maestro de absentismos;Planificación > Vacaciones y ausencias;MAPEADO;Gestión de RR.HH.;Reportes de varios equipos;;rrhh/estadisticas-rrhh/absentismos-estadisticas-rrhh
planificacion/1-reportes-por-equipos.md;Reportes por equipos;Planificación > Vacaciones y ausencias;MAPEADO;Gestión de RR.HH.;Reportes de varios equipos;;rrhh/estadisticas-rrhh/a-reportes-por-equipos
planificacion/1-sobre-los-tipos-de-turnos-y-absentismos.md;Sobre los tipos de turnos y absentismos;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Restricciones;;administrador/planificador/restricciones
planificacion/1-variables-del-patron.md;Variables del patrón;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Patrones;administrador/planificador/patrones-de-turno/anadir-editar-patron-de-turnos
planificacion/10-2-cierre-del-cuadrante-validacion-y-ultimo-dia-exportado-por-equipo.md;Cierre del cuadrante, validación y último día exportado (por equipo);Planificación > Altas y bajas;SUBNIVEL PENDIENTE;Nóminas;Pendiente de revisión;;administrador/administrar/exportacion-nominas/10-funciones-de-rrhh
planificacion/10-7-totalizada-por-equipo-validacion-del-cuadrante.md;Totalizada por equipo. Validación del cuadrante;Planificación > Usuarios y perfiles;SUBNIVEL PENDIENTE;Nóminas;Pendiente de revisión;;administrador/administrar/exportacion-nominas/10-funciones-de-rrhh
planificacion/10-8-listado-de-comprobacion.md;Listado de comprobación;Planificación > Vacaciones y ausencias;SUBNIVEL PENDIENTE;Nóminas;Pendiente de revisión;;administrador/administrar/exportacion-nominas/10-funciones-de-rrhh
planificacion/11-anadir-horas.md;Añadir horas;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
planificacion/11-sobre-el-cumplimiento-de-la-demanda.md;Sobre el cumplimiento de la demanda;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Restricciones;;administrador/planificador/restricciones
planificacion/12-calculo-estimado-de-horas.md;Cálculo estimado de horas;Planificación > Usuarios y perfiles;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-trabajador
planificacion/13-dividir-turno.md;Dividir turno;Planificación > Turnos y patrones;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
planificacion/14-cambiar-turno-a-horas.md;Cambiar Turno a Horas;Planificación > Turnos y patrones;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
planificacion/14-importar-dias-festivos-en-los-equipos.md;Importar días festivos en los equipos;Planificación > General;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
planificacion/15-borrar-cuadrante.md;Borrar cuadrante;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-trabajador
planificacion/15-pegar-desde-excel.md;Pegar desde Excel;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
planificacion/16-el-dia-a-dia.md;El día a día;Planificación > Cuadrante;MAPEADO;Tareas;Tareas;;modulo-de-tareas/validador-retail
planificacion/16-turnos-por-teclado.md;Turnos por teclado;Planificación > Cuadrante;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
planificacion/18-cortar-dia.md;Cortar Día;Planificación > Turnos y patrones;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
planificacion/19-importacion-demandas-planificacion-automatica.md;Importación demandas (Planificación automática);Planificación > Turnos y patrones;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
planificacion/2-1-cuadrante-trabajador.md;Cuadrante Trabajador;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;trabajador/2-cuadrante/2-1-cuadrante
planificacion/2-1-tipos-de-turnos-y-horas.md;Tipos de turnos y horas;Planificación > Usuarios y perfiles;MAPEADO;Gestión de RR.HH.;Registros;;rrhh/rrhh-registros
planificacion/2-2-cuadrante-anual.md;Cuadrante Anual;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Anual;trabajador/2-cuadrante/2-2-cuadrante-anual
planificacion/2-2-turnos-y-horas.md;Turnos y horas;Planificación > Usuarios y perfiles;MAPEADO;Gestión de RR.HH.;Registros;;rrhh/rrhh-registros
planificacion/2-3-cuadrante-anual.md;Cuadrante Anual;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Anual;administrador/cuadrante/2-3-cuadrante-anual
planificacion/2-5-periodos-de-vacaciones.md;Periodos de vacaciones;Planificación > Vacaciones y ausencias;MAPEADO;Gestión de RR.HH.;Registros;;rrhh/rrhh-registros
planificacion/2-6-periodos-de-vacaciones-por-ano.md;Periodos de vacaciones por año;Planificación > Contratos;MAPEADO;Gestión de RR.HH.;Registros;;rrhh/rrhh-registros
planificacion/2-acciones-en-periodos-trabajador-del-patron.md;Acciones en periodos/trabajador del patrón;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Patrones;administrador/planificador/patrones-de-turno/anadir-editar-patron-de-turnos
planificacion/2-buscar-trabajador-para-un-turno.md;Buscar trabajador para un turno;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-planificacion-del-dia
planificacion/2-cargar-la-demanda.md;Cargar la demanda;Planificación > General;MAPEADO;Planificación Avanzada/Automática;Demandas;;planificacion-automatica
planificacion/2-cerrar-cuadrante.md;Cerrar cuadrante;Planificación > Usuarios y perfiles;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-trabajador
planificacion/2-diario.md;Diario en aTurnos;Planificación > Vacaciones y ausencias;MAPEADO;Control horario;Diario;;control-horario/control-de-presencia-trabajador/diario-detalle
planificacion/2-estadisticas-de-absentismos-totales.md;Estadísticas de absentismos totales;Planificación > General;MAPEADO;Gestión de RR.HH.;Reportes de varios equipos;;rrhh/estadisticas-rrhh/absentismos-estadisticas-rrhh
planificacion/2-importacion-turnos-al-trabajador-con-localizacion.md;Importación turnos al trabajador con localización;Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
planificacion/2-listado-avanzado.md;Listado avanzado;Planificación > Vacaciones y ausencias;MAPEADO;Gestión de RR.HH.;Control horario de equipos;;control-horario/rrhh-control-horario/2-listado-avanzado-ch
planificacion/2-sobre-los-descansos-y-dias-planificados.md;Sobre los descansos y días planificados;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Restricciones;;administrador/planificador/restricciones
planificacion/2-vacaciones.md;Vacaciones;Planificación > Vacaciones y ausencias;MAPEADO;Configuración de Equipos;General;;administrador/administrar/ajustes/configuracion-general
planificacion/2-visualizar-patron.md;Visualizar patrón;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Patrones;administrador/planificador/patrones-de-turno/acciones-patron-de-turnos
planificacion/20-importacion-de-demanda-por-tipo-de-turno-planificacion-automatica.md;Importación de demanda por tipo de turno (Planificación automática);Planificación > Turnos y patrones;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
planificacion/23-importar-trabajadores-y-o-planificacion-planificacion-con-patrones.md;Importar trabajadores y/o planificación: planificación con patrones;Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
planificacion/25-importar-planificacion-con-turnos-absentismos-vacaciones-y-o-localizaciones.md;Importar planificación con turnos, absentismos, vacaciones y/o localizaciones;Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
planificacion/3-1-acciones.md;Acciones;Planificación > Vacaciones y ausencias;MAPEADO;Registros;De acciones;;trabajador/3-registro/3-1-acciones
planificacion/3-1-maestro-de-absentismos.md;Maestro de absentismos;Planificación > Altas y bajas;MAPEADO;Gestión de RR.HH.;Reportes de varios equipos;;rrhh/estadisticas-rrhh
planificacion/3-2-debe-haber-turnos.md;Debe/Haber turnos;Planificación > Vacaciones y ausencias;MAPEADO;Registros;Cambios de turnos a deber;;trabajador/3-registro/3-2-debe-haber-turnos
planificacion/3-3-absentismos.md;Absentismos;Planificación > General;MAPEADO;Gestión de RR.HH.;Reportes de varios equipos;;rrhh/estadisticas-rrhh
planificacion/3-3-calculadora.md;Calculadora;Planificación > Vacaciones y ausencias;MAPEADO;Planificación Avanzada/Automática;Calculadora de patrones y demandas de turnos;;administrador/planificador/calculadora
planificacion/3-3-informe-y-ratios-de-absentimos.md;Informe y ratios de absentimos;Planificación > Altas y bajas;MAPEADO;Gestión de RR.HH.;Reportes de varios equipos;;rrhh/estadisticas-rrhh
planificacion/3-anadir-horas.md;Añadir horas;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-planificacion-del-dia
planificacion/3-anadir-periodo-de-trabajadores-al-patron.md;Añadir periodo de trabajadores al patrón;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Patrones;administrador/planificador/patrones-de-turno/anadir-editar-patron-de-turnos
planificacion/3-calculo-de-jornadas.md;Cálculo de jornadas;Planificación > Vacaciones y ausencias;MAPEADO;Configuración de Equipos;General;;administrador/administrar/ajustes/configuracion-general
planificacion/3-detalle.md;Detalle en aTurnos;Planificación > Vacaciones y ausencias;MAPEADO;Control horario;Detalle del control horario;;control-horario/control-de-presencia-trabajador/trabajador-detalle-por-trabajador
planificacion/3-editar-patron.md;Editar patrón;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Patrones;administrador/planificador/patrones-de-turno/acciones-patron-de-turnos
planificacion/3-estadisticas-de-absentismos-temporales.md;Estadísticas de absentismos temporales;Planificación > General;MAPEADO;Gestión de RR.HH.;Reportes de varios equipos;;rrhh/estadisticas-rrhh/absentismos-estadisticas-rrhh
planificacion/3-extender-planificacion.md;Extender planificación;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-trabajador
planificacion/3-funciones-de-los-puestos-polivalentes.md;Funciones de los puestos: polivalentes;Planificación > Turnos y patrones;MAPEADO;Tareas;Tareas;;modulo-de-tareas/validador-retail
planificacion/3-sobre-los-fines-de-semana.md;Sobre los fines de semana;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Restricciones;;administrador/planificador/restricciones
planificacion/4-1-computadas-vs-presenciales.md;Computadas VS Presenciales;Planificación > Vacaciones y ausencias;MAPEADO;Control horario;Informes del control horario;;control-horario/control-de-presencia-administrador/estadisticas-control-de-presencia
planificacion/4-1-turnos.md;Turnos en aTurnos;Planificación > Vacaciones y ausencias;MAPEADO;Reportes estadísticos;Por defecto;;trabajador/4-estadisticas
planificacion/4-2-comentarios.md;Comentarios;Planificación > Vacaciones y ausencias;MAPEADO;Registros;De comentarios;;administrador/registro/registro-comentarios
planificacion/4-2-horas.md;Horas en aTurnos;Planificación > Vacaciones y ausencias;MAPEADO;Reportes estadísticos;Por defecto;;trabajador/4-estadisticas
planificacion/4-3-estado-del-acumulado-del-empleado.md;Estado del acumulado del empleado;Planificación > Vacaciones y ausencias;MAPEADO;Control horario;Informes del control horario;;control-horario/control-de-presencia-administrador/estadisticas-control-de-presencia
planificacion/4-3-turnos-y-horas.md;Turnos y Horas;Planificación > Usuarios y perfiles;MAPEADO;Registros;De turnos y horas;;administrador/registro/turnos-y-horas
planificacion/4-4-horas-dias-semana.md;Horas/días semana;Planificación > Vacaciones y ausencias;MAPEADO;Reportes estadísticos;Por defecto;;trabajador/4-estadisticas
planificacion/4-5-periodos-de-vacaciones.md;Periodos de vacaciones;Planificación > Contratos;MAPEADO;Registros;Periodos de vacaciones;;administrador/registro/registro-periodo-de-vacaciones
planificacion/4-6-absentismos.md;Absentismos;Planificación > Vacaciones y ausencias;MAPEADO;Reportes estadísticos;Por defecto;;trabajador/4-estadisticas
planificacion/4-7-vacaciones.md;Vacaciones;Planificación > Vacaciones y ausencias;MAPEADO;Reportes estadísticos;Por defecto;;trabajador/4-estadisticas
planificacion/4-8-jornadas.md;Jornadas;Planificación > Vacaciones y ausencias;MAPEADO;Reportes estadísticos;Por defecto;;trabajador/4-estadisticas
planificacion/4-anadir-patron.md;Añadir patrón;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
planificacion/4-borrar-patron.md;Borrar patrón;Planificación > Cuadrante;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Patrones;administrador/planificador/patrones-de-turno/acciones-patron-de-turnos
planificacion/4-cuadro-de-mando-operaciones-planificacion-de-personal.md;Cuadro de mando: Operaciones planificación de personal;Planificación > Vacaciones y ausencias;MAPEADO;Planificación Avanzada/Automática;Asistente de planificación automática;;planificacion-automatica
planificacion/4-estadisticas-del-trabajador.md;Estadísticas del trabajador;Planificación > Vacaciones y ausencias;MAPEADO;Trabajadores;Listado;;administrador/trabajadores/listado-de-trabajadores/editar-perfil-de-trabajador
planificacion/4-incremento-de-la-jornada-laboral.md;Incremento de la jornada laboral;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-planificacion-del-dia
planificacion/4-insertar-periodos-de-absentismos-totales-y-temporales.md;Insertar periodos de absentismos totales y temporales;Planificación > Altas y bajas;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
planificacion/4-planificacion.md;Planificación;Planificación > Turnos y patrones;MAPEADO;Tareas;Tareas;;modulo-de-tareas/validador-retail
planificacion/4-recuperar-ultima-planificacion.md;Recuperar última planificación;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-trabajador
planificacion/4-resumen-estadisticas-de-absentismos.md;Resumen estadísticas de absentismos;Planificación > General;MAPEADO;Gestión de RR.HH.;Reportes de varios equipos;;rrhh/estadisticas-rrhh/absentismos-estadisticas-rrhh
planificacion/4-secuencia-de-patron.md;Secuencia de patrón;Planificación > Turnos y patrones;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Patrones;administrador/planificador/patrones-de-turno/anadir-editar-patron-de-turnos
planificacion/4-sobre-vacaciones-festivos-y-bolsas-de-horas.md;Sobre vacaciones, festivos y bolsas de horas;Planificación > Contratos;MAPEADO;Planificación;Restricciones;;administrador/planificador/restricciones
planificacion/4-tiempos.md;Tiempos en aTurnos;Planificación > Vacaciones y ausencias;MAPEADO;Trabajadores;Listado;;administrador/trabajadores/listado-de-trabajadores/editar-perfil-de-trabajador/1-general-perfil-del-trabajador
planificacion/5-2-tablas-de-cobertura.md;Tablas de cobertura;Planificación > Turnos y patrones;MAPEADO;Gestión de RR.HH.;Planificación de equipos;;rrhh/rrhh-planificacion/rrhh-tabla-de-cobertura
planificacion/5-absentismo-temporal.md;Absentismo temporal;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-planificacion-del-dia
planificacion/5-ajuste-de-coeficientes-en-nocturnidad-y-festivos.md;Ajuste de coeficientes en nocturnidad y festivos;Planificación > Vacaciones y ausencias;MAPEADO;Configuración de Equipos;General;;administrador/administrar/ajustes/configuracion-general
planificacion/5-anadir-turnos.md;Añadir turnos;Planificación > Cuadrante;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
planificacion/5-calculo-estimado-de-horas.md;Cálculo estimado de horas;Planificación > Vacaciones y ausencias;MAPEADO;Trabajadores;Listado;;administrador/trabajadores/listado-de-trabajadores/editar-perfil-de-trabajador/1-general-perfil-del-trabajador
planificacion/5-creacion-de-los-patrones-de-trabajo.md;Creación de los patrones de trabajo;Planificación > Turnos y patrones;MAPEADO;Tareas;Tareas;;modulo-de-tareas/validador-retail
planificacion/5-importar-ofertas-de-turnos.md;Importar ofertas de turnos;Planificación > Usuarios y perfiles;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
planificacion/5-listado-de-absentismos-temporales.md;Listado de absentismos temporales;Planificación > General;MAPEADO;Gestión de RR.HH.;Reportes de varios equipos;;rrhh/estadisticas-rrhh/absentismos-estadisticas-rrhh
planificacion/5-planificacion-automatica.md;Planificación Automática;Planificación > Vacaciones y ausencias;MAPEADO;Planificación Avanzada/Automática;Asistente de planificación automática;;planificacion-automatica
planificacion/5-reemplazar-turnos.md;Reemplazar turnos;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-trabajador
planificacion/5-restricciones-trabajador.md;Restricciones trabajador;Planificación > Vacaciones y ausencias;MAPEADO;Trabajadores;Listado;;administrador/trabajadores/listado-de-trabajadores/editar-perfil-de-trabajador
planificacion/5-sobre-la-tabla-clic-y-arrastrar.md;Sobre la tabla, clic y arrastrar;Planificación > Turnos y patrones;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Patrones;administrador/planificador/patrones-de-turno/anadir-editar-patron-de-turnos
planificacion/6-2-cierre-por-equipos.md;Cierre por equipos;Planificación > Vacaciones y ausencias;SUBNIVEL PENDIENTE;Nóminas;Pendiente de revisión;;rrhh/nominas-rrhh
planificacion/6-ajuste-de-absentismos.md;Ajuste de absentismos;Planificación > Contratos;MAPEADO;Configuración de Equipos;General;;administrador/administrar/ajustes/configuracion-general
planificacion/6-asignar-patrones-a-los-puestos-de-trabajo.md;Asignar patrones a los puestos de trabajo;Planificación > Vacaciones y ausencias;MAPEADO;Tareas;Tareas;;modulo-de-tareas/validador-retail
planificacion/6-copiar-pegar-dia.md;Copiar / Pegar día;Planificación > Cuadrante;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-planificacion-del-dia
planificacion/6-informes-y-ratios-de-absentismos.md;Informes y ratios de absentismos;Planificación > General;MAPEADO;Gestión de RR.HH.;Reportes de varios equipos;;rrhh/estadisticas-rrhh/absentismos-estadisticas-rrhh
planificacion/6-modificar-turnos.md;Modificar turnos;Planificación > Turnos y patrones;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
planificacion/6-periodos-de-absentismos.md;Periodos de absentismos;Planificación > Vacaciones y ausencias;MAPEADO;Trabajadores;Listado;;administrador/trabajadores/listado-de-trabajadores/editar-perfil-de-trabajador
planificacion/6-sobre-la-tabla-al-hacer-clic-en-casilla.md;Sobre la tabla, al hacer clic en casilla;Planificación > Turnos y patrones;MAPEADO;Planificación;Tipos de turnos, tipos de horas y Patrones;Patrones;administrador/planificador/patrones-de-turno/anadir-editar-patron-de-turnos
planificacion/6-tabla-de-cobertura.md;Tabla de cobertura;Planificación > Vacaciones y ausencias;MAPEADO;Planificación Avanzada/Automática;Tabla de cobertura;;administrador/cuadrante/cuadrante-cuadrante/tabla-de-cobertura
planificacion/7-2-festivos.md;Festivos;Planificación > Usuarios y perfiles;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/festivos [administrador/administrar/festivos]
planificacion/7-3-bolsas.md;Bolsas en aTurnos;Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/bolsas [administrador/administrar/bolsas]
planificacion/7-5-migrar-balance-de-horas-y-vacaciones.md;Migrar balance de horas y vacaciones;Planificación > Contratos;MAPEADO;Gestión de RR.HH.;Acciones y modificaciones de datos en bloque;;rrhh/acciones-rrhh
planificacion/7-6-recuperar-planificacion.md;Recuperar planificación;Planificación > Vacaciones y ausencias;MAPEADO;Gestión de RR.HH.;Acciones y modificaciones de datos en bloque;;rrhh/acciones-rrhh
planificacion/7-anade-absentismos.md;Añade absentismos;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-de-la-operativa-de-turno
planificacion/7-copiar-y-pegar-cuadrante.md;Copiar y pegar cuadrante;Planificación > Vacaciones y ausencias;MAPEADO;Planificación;Cuadrantes;Cuadrante;administrador/cuadrante/cuadrante-cuadrante/menu-trabajador
planificacion/7-crear-tipos-de-turnos.md;Crear tipos de turnos;Planificación > Vacaciones y ausencias;SIN MAPEAR;Pendiente de revisión;;;Categoría legacy sin regla: administrador/administrar/importar-exportar/importar [administrador/administrar/importar-exportar/importar]
